county,precinct,office,district,candidate,party,votes,,,,,,,,,,,,,
Wayne,Wayne12,State Senate,5,Bob Plymale,DEM,267,,,,,,,,,,,,,
Wayne,Wayne56,State Senate,5,Bob Plymale,DEM,475,,,,,,,,,,,,,
Wayne,Wayne59 Hunt,State Senate,5,Bob Plymale,DEM,309,,,,,,,,,,,,,
Wayne,Wayne60 Hunt,State Senate,5,Bob Plymale,DEM,298,,,,,,,,,,,,,
Wayne,Wayne61 Hunt,State Senate,5,Bob Plymale,DEM,274,,,,,,,,,,,,,
Wayne,Wayne63 Hunt,State Senate,5,Bob Plymale,DEM,204,,,,,,,,,,,,,
Wayne,,State Senate,5,Bob Plymale,DEM,2027,,,,,,,,,,,,,Moore [R]
Wayne,Wayne19,State Senate,7,Earl Ray Tomblin,DEM,290,,,,,,,,,,,,,
Wayne,Wayne22,State Senate,7,Earl Ray Tomblin,DEM,185,,,,,,,,,,,,,
Wayne,Wayne30,State Senate,7,Earl Ray Tomblin,DEM,152,,,,,,,,,,,,,
Wayne,Wayne41,State Senate,7,Earl Ray Tomblin,DEM,185,,,,,,,,,,,,,
Wayne,Wayne42,State Senate,7,Earl Ray Tomblin,DEM,155,,,,,,,,,,,,,
Wayne,Wayne45,State Senate,7,Earl Ray Tomblin,DEM,219,,,,,,,,,,,,,
Wayne,Wayne48,State Senate,7,Earl Ray Tomblin,DEM,302,,,,,,,,,,,,,
Wayne,Wayne49,State Senate,7,Earl Ray Tomblin,DEM,373,,,,,,,,,,,,,
Wayne,Wayne50,State Senate,7,Earl Ray Tomblin,DEM,302,,,,,,,,,,,,,
Wayne,Wayne51,State Senate,7,Earl Ray Tomblin,DEM,323,,,,,,,,,,,,,
Wayne,Wayne52,State Senate,7,Earl Ray Tomblin,DEM,146,,,,,,,,,,,,,
Wayne,Wayne53,State Senate,7,Earl Ray Tomblin,DEM,265,,,,,,,,,,,,,
Wayne,Wayne54,State Senate,7,Earl Ray Tomblin,DEM,270,,,,,,,,,,,,,
Wayne,Wayne57,State Senate,7,Earl Ray Tomblin,DEM,200,,,,,,,,,,,,,
Wayne,,State Senate,7,Earl Ray Tomblin,Cast,3367,,,,,,,,,,,,,Moore [R]
Wayne,Wayne01,State Senate,6,John Pat Fanning,DEM,228,,,,,,,,,,,,,
Wayne,Wayne03,State Senate,6,John Pat Fanning,DEM,103,,,,,,,,,,,,,
Wayne,Wayne05,State Senate,6,John Pat Fanning,DEM,180,,,,,,,,,,,,,
Wayne,Wayne06,State Senate,6,John Pat Fanning,DEM,106,,,,,,,,,,,,,
Wayne,Wayne13,State Senate,6,John Pat Fanning,DEM,187,,,,,,,,,,,,,
Wayne,Wayne14,State Senate,6,John Pat Fanning,DEM,242,,,,,,,,,,,,,
Wayne,Wayne16,State Senate,6,John Pat Fanning,DEM,104,,,,,,,,,,,,,
Wayne,Wayne17,State Senate,6,John Pat Fanning,DEM,126,,,,,,,,,,,,,
Wayne,Wayne18,State Senate,6,John Pat Fanning,DEM,151,,,,,,,,,,,,,
Wayne,Wayne20,State Senate,6,John Pat Fanning,DEM,184,,,,,,,,,,,,,
Wayne,Wayne21,State Senate,6,John Pat Fanning,DEM,116,,,,,,,,,,,,,
Wayne,Wayne31,State Senate,6,John Pat Fanning,DEM,122,,,,,,,,,,,,,
Wayne,Wayne34,State Senate,6,John Pat Fanning,DEM,201,,,,,,,,,,,,,
Wayne,Wayne36,State Senate,6,John Pat Fanning,DEM,162,,,,,,,,,,,,,
Wayne,Wayne37,State Senate,6,John Pat Fanning,DEM,196,,,,,,,,,,,,,
Wayne,Wayne62,State Senate,6,John Pat Fanning,DEM,193,,,,,,,,,,,,,
Wayne,,State Senate,6,John Pat Fanning,DEM,2601,,,,,,,,,,,,,Moore [R]
Wayne,Wayne01,State Senate,6,Mark Maynard,REP,262,,,,,,,,,,,,,
Wayne,Wayne03,State Senate,6,Mark Maynard,REP,233,,,,,,,,,,,,,
Wayne,Wayne05,State Senate,6,Mark Maynard,REP,231,,,,,,,,,,,,,
Wayne,Wayne06,State Senate,6,Mark Maynard,REP,113,,,,,,,,,,,,,
Wayne,Wayne13,State Senate,6,Mark Maynard,REP,227,,,,,,,,,,,,,
Wayne,Wayne14,State Senate,6,Mark Maynard,REP,380,,,,,,,,,,,,,
Wayne,Wayne16,State Senate,6,Mark Maynard,REP,152,,,,,,,,,,,,,
Wayne,Wayne17,State Senate,6,Mark Maynard,REP,232,,,,,,,,,,,,,
Wayne,Wayne18,State Senate,6,Mark Maynard,REP,209,,,,,,,,,,,,,
Wayne,Wayne20,State Senate,6,Mark Maynard,REP,179,,,,,,,,,,,,,
Wayne,Wayne21,State Senate,6,Mark Maynard,REP,168,,,,,,,,,,,,,
Wayne,Wayne31,State Senate,6,Mark Maynard,REP,140,,,,,,,,,,,,,
Wayne,Wayne34,State Senate,6,Mark Maynard,REP,122,,,,,,,,,,,,,
Wayne,Wayne36,State Senate,6,Mark Maynard,REP,196,,,,,,,,,,,,,
Wayne,Wayne37,State Senate,6,Mark Maynard,REP,153,,,,,,,,,,,,,
Wayne,Wayne62,State Senate,6,Mark Maynard,REP,357,,,,,,,,,,,,,
Wayne,,State Senate,6,Mark Maynard,REP,3354,,,,,,,,,,,,,
Wayne,Wayne11,State Senate,5,Stephen Hall,REP,74,,,,,,,,,,,,,
Wayne,Wayne12,State Senate,5,Stephen Hall,REP,61,,,,,,,,,,,,,
Wayne,Wayne56,State Senate,5,Stephen Hall,REP,204,,,,,,,,,,,,,
Wayne,Wayne59 Hunt,State Senate,5,Stephen Hall,REP,115,,,,,,,,,,,,,
Wayne,Wayne60 Hunt,State Senate,5,Stephen Hall,REP,142,,,,,,,,,,,,,
Wayne,Wayne61 Hunt,State Senate,5,Stephen Hall,REP,104,,,,,,,,,,,,,
Wayne,Wayne63 Hunt,State Senate,5,Stephen Hall,REP,116,,,,,,,,,,,,,
Wayne,,State Senate,5,Stephen Hall,REP,816,,,,,,,,,,,,,
Wayne,Wayne01,State Senate,6,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne03,State Senate,6,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne05,State Senate,6,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne06,State Senate,6,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne11,State Senate,5,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne12,State Senate,5,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne13,State Senate,6,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne14,State Senate,6,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne16,State Senate,6,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne17,State Senate,6,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne18,State Senate,6,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne19,State Senate,7,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne20,State Senate,6,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne21,State Senate,6,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne22,State Senate,7,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne30,State Senate,7,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne31,State Senate,6,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne34,State Senate,6,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne36,State Senate,6,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne37,State Senate,6,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne41,State Senate,7,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne42,State Senate,7,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne45,State Senate,7,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne48,State Senate,7,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne49,State Senate,7,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne50,State Senate,7,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne51,State Senate,7,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne52,State Senate,7,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne53,State Senate,7,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne54,State Senate,7,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne56,State Senate,5,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne57,State Senate,7,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne59 Hunt,State Senate,5,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne60 Hunt,State Senate,5,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne61 Hunt,State Senate,5,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne62,State Senate,6,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne63 Hunt,State Senate,5,Write-ins,,0,,,,,,,,,,,,,
Wayne,,State Senate,5,Write-ins,,,,,,,,,,,,,,,
Wayne,,State Senate,6,Write-ins,,,,,,,,,,,,,,,
Wayne,,State Senate,7,Write-ins,,,,,,,,,,,,,,,
Wayne,Wayne01,Treasurer,,John Perdue,DEM,422,,,,,,,,,,,,,
Wayne,Wayne03,Treasurer,,John Perdue,DEM,243,,,,,,,,,,,,,
Wayne,Wayne05,Treasurer,,John Perdue,DEM,348,,,,,,,,,,,,,
Wayne,Wayne06,Treasurer,,John Perdue,DEM,165,,,,,,,,,,,,,
Wayne,Wayne11,Treasurer,,John Perdue,DEM,181,,,,,,,,,,,,,
Wayne,Wayne12,Treasurer,,John Perdue,DEM,242,,,,,,,,,,,,,
Wayne,Wayne13,Treasurer,,John Perdue,DEM,326,,,,,,,,,,,,,
Wayne,Wayne14,Treasurer,,John Perdue,DEM,514,,,,,,,,,,,,,
Wayne,Wayne16,Treasurer,,John Perdue,DEM,214,,,,,,,,,,,,,
Wayne,Wayne17,Treasurer,,John Perdue,DEM,283,,,,,,,,,,,,,
Wayne,Wayne18,Treasurer,,John Perdue,DEM,311,,,,,,,,,,,,,
Wayne,Wayne19,Treasurer,,John Perdue,DEM,433,,,,,,,,,,,,,
Wayne,Wayne20,Treasurer,,John Perdue,DEM,309,,,,,,,,,,,,,
Wayne,Wayne21,Treasurer,,John Perdue,DEM,230,,,,,,,,,,,,,
Wayne,Wayne22,Treasurer,,John Perdue,DEM,267,,,,,,,,,,,,,
Wayne,Wayne30,Treasurer,,John Perdue,DEM,189,,,,,,,,,,,,,
Wayne,Wayne31,Treasurer,,John Perdue,DEM,213,,,,,,,,,,,,,
Wayne,Wayne34,Treasurer,,John Perdue,DEM,250,,,,,,,,,,,,,
Wayne,Wayne36,Treasurer,,John Perdue,DEM,247,,,,,,,,,,,,,
Wayne,Wayne37,Treasurer,,John Perdue,DEM,236,,,,,,,,,,,,,
Wayne,Wayne41,Treasurer,,John Perdue,DEM,202,,,,,,,,,,,,,
Wayne,Wayne42,Treasurer,,John Perdue,DEM,167,,,,,,,,,,,,,
Wayne,Wayne45,Treasurer,,John Perdue,DEM,237,,,,,,,,,,,,,
Wayne,Wayne48,Treasurer,,John Perdue,DEM,429,,,,,,,,,,,,,
Wayne,Wayne49,Treasurer,,John Perdue,DEM,490,,,,,,,,,,,,,
Wayne,Wayne50,Treasurer,,John Perdue,DEM,374,,,,,,,,,,,,,
Wayne,Wayne51,Treasurer,,John Perdue,DEM,367,,,,,,,,,,,,,
Wayne,Wayne52,Treasurer,,John Perdue,DEM,184,,,,,,,,,,,,,
Wayne,Wayne53,Treasurer,,John Perdue,DEM,352,,,,,,,,,,,,,
Wayne,Wayne54,Treasurer,,John Perdue,DEM,290,,,,,,,,,,,,,
Wayne,Wayne56,Treasurer,,John Perdue,DEM,489,,,,,,,,,,,,,
Wayne,Wayne57,Treasurer,,John Perdue,DEM,294,,,,,,,,,,,,,
Wayne,Wayne59 Hunt,Treasurer,,John Perdue,DEM,314,,,,,,,,,,,,,
Wayne,Wayne60 Hunt,Treasurer,,John Perdue,DEM,347,,,,,,,,,,,,,
Wayne,Wayne61 Hunt,Treasurer,,John Perdue,DEM,278,,,,,,,,,,,,,
Wayne,Wayne62,Treasurer,,John Perdue,DEM,433,,,,,,,,,,,,,
Wayne,Wayne63 Hunt,Treasurer,,John Perdue,DEM,255,,,,,,,,,,,,,
Wayne,,Treasurer,,John Perdue,DEM,11125,,,,,,,,,,,,,
Wayne,Wayne01,Treasurer,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne03,Treasurer,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne05,Treasurer,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne06,Treasurer,,Write-ins,,2,,,,,,,,,,,,,
Wayne,Wayne11,Treasurer,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne12,Treasurer,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne13,Treasurer,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne14,Treasurer,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne16,Treasurer,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne17,Treasurer,,Write-ins,,2,,,,,,,,,,,,,
Wayne,Wayne18,Treasurer,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne19,Treasurer,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne20,Treasurer,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne21,Treasurer,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne22,Treasurer,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne30,Treasurer,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne31,Treasurer,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne34,Treasurer,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne36,Treasurer,,Write-ins,,6,,,,,,,,,,,,,
Wayne,Wayne37,Treasurer,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne41,Treasurer,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne42,Treasurer,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne45,Treasurer,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne48,Treasurer,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne49,Treasurer,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne50,Treasurer,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne51,Treasurer,,Write-ins,,2,,,,,,,,,,,,,
Wayne,Wayne52,Treasurer,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne53,Treasurer,,Write-ins,,2,,,,,,,,,,,,,
Wayne,Wayne54,Treasurer,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne56,Treasurer,,Write-ins,,2,,,,,,,,,,,,,
Wayne,Wayne57,Treasurer,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne59 Hunt,Treasurer,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne60 Hunt,Treasurer,,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne61 Hunt,Treasurer,,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne62,Treasurer,,Write-ins,,3,,,,,,,,,,,,,
Wayne,Wayne63 Hunt,Treasurer,,Write-ins,,2,,,,,,,,,,,,,
Wayne,,Treasurer,,Write-ins,,34,,,,,,,,,,,,,
Wayne,Wayne01,U.S. House,3,Marty Gearhart,REP,152,,,,,,,,,,,,,
Wayne,Wayne03,U.S. House,3,Marty Gearhart,REP,110,,,,,,,,,,,,,
Wayne,Wayne05,U.S. House,3,Marty Gearhart,REP,126,,,,,,,,,,,,,
Wayne,Wayne06,U.S. House,3,Marty Gearhart,REP,70,,,,,,,,,,,,,
Wayne,Wayne11,U.S. House,3,Marty Gearhart,REP,85,,,,,,,,,,,,,
Wayne,Wayne12,U.S. House,3,Marty Gearhart,REP,135,,,,,,,,,,,,,
Wayne,Wayne13,U.S. House,3,Marty Gearhart,REP,137,,,,,,,,,,,,,
Wayne,Wayne14,U.S. House,3,Marty Gearhart,REP,228,,,,,,,,,,,,,
Wayne,Wayne16,U.S. House,3,Marty Gearhart,REP,89,,,,,,,,,,,,,
Wayne,Wayne17,U.S. House,3,Marty Gearhart,REP,152,,,,,,,,,,,,,
Wayne,Wayne18,U.S. House,3,Marty Gearhart,REP,135,,,,,,,,,,,,,
Wayne,Wayne19,U.S. House,3,Marty Gearhart,REP,207,,,,,,,,,,,,,
Wayne,Wayne20,U.S. House,3,Marty Gearhart,REP,119,,,,,,,,,,,,,
Wayne,Wayne21,U.S. House,3,Marty Gearhart,REP,95,,,,,,,,,,,,,
Wayne,Wayne22,U.S. House,3,Marty Gearhart,REP,115,,,,,,,,,,,,,
Wayne,Wayne30,U.S. House,3,Marty Gearhart,REP,96,,,,,,,,,,,,,
Wayne,Wayne31,U.S. House,3,Marty Gearhart,REP,89,,,,,,,,,,,,,
Wayne,Wayne34,U.S. House,3,Marty Gearhart,REP,90,,,,,,,,,,,,,
Wayne,Wayne36,U.S. House,3,Marty Gearhart,REP,125,,,,,,,,,,,,,
Wayne,Wayne37,U.S. House,3,Marty Gearhart,REP,121,,,,,,,,,,,,,
Wayne,Wayne41,U.S. House,3,Marty Gearhart,REP,55,,,,,,,,,,,,,
Wayne,Wayne42,U.S. House,3,Marty Gearhart,REP,33,,,,,,,,,,,,,
Wayne,Wayne45,U.S. House,3,Marty Gearhart,REP,58,,,,,,,,,,,,,
Wayne,Wayne48,U.S. House,3,Marty Gearhart,REP,188,,,,,,,,,,,,,
Wayne,Wayne49,U.S. House,3,Marty Gearhart,REP,243,,,,,,,,,,,,,
Wayne,Wayne50,U.S. House,3,Marty Gearhart,REP,151,,,,,,,,,,,,,
Wayne,Wayne51,U.S. House,3,Marty Gearhart,REP,136,,,,,,,,,,,,,
Wayne,Wayne52,U.S. House,3,Marty Gearhart,REP,62,,,,,,,,,,,,,
Wayne,Wayne53,U.S. House,3,Marty Gearhart,REP,143,,,,,,,,,,,,,
Wayne,Wayne54,U.S. House,3,Marty Gearhart,REP,97,,,,,,,,,,,,,
Wayne,Wayne56,U.S. House,3,Marty Gearhart,REP,236,,,,,,,,,,,,,
Wayne,Wayne57,U.S. House,3,Marty Gearhart,REP,127,,,,,,,,,,,,,
Wayne,Wayne59 Hunt,U.S. House,3,Marty Gearhart,REP,140,,,,,,,,,,,,,
Wayne,Wayne60 Hunt,U.S. House,3,Marty Gearhart,REP,157,,,,,,,,,,,,,
Wayne,Wayne61 Hunt,U.S. House,3,Marty Gearhart,REP,135,,,,,,,,,,,,,
Wayne,Wayne62,U.S. House,3,Marty Gearhart,REP,244,,,,,,,,,,,,,
Wayne,Wayne63 Hunt,U.S. House,3,Marty Gearhart,REP,103,,,,,,,,,,,,,
Wayne,,U.S. House,3,Marty Gearhart,REP,4784,,,,,,,,,,,,,
Wayne,Wayne01,U.S. House,3,Nick Joe Rahall,DEM,368,,,,,,,,,,,,,
Wayne,Wayne03,U.S. House,3,Nick Joe Rahall,DEM,223,,,,,,,,,,,,,
Wayne,Wayne05,U.S. House,3,Nick Joe Rahall,DEM,301,,,,,,,,,,,,,
Wayne,Wayne06,U.S. House,3,Nick Joe Rahall,DEM,155,,,,,,,,,,,,,
Wayne,Wayne11,U.S. House,3,Nick Joe Rahall,DEM,187,,,,,,,,,,,,,
Wayne,Wayne12,U.S. House,3,Nick Joe Rahall,DEM,180,,,,,,,,,,,,,
Wayne,Wayne13,U.S. House,3,Nick Joe Rahall,DEM,306,,,,,,,,,,,,,
Wayne,Wayne14,U.S. House,3,Nick Joe Rahall,DEM,446,,,,,,,,,,,,,
Wayne,Wayne16,U.S. House,3,Nick Joe Rahall,DEM,180,,,,,,,,,,,,,
Wayne,Wayne17,U.S. House,3,Nick Joe Rahall,DEM,241,,,,,,,,,,,,,
Wayne,Wayne18,U.S. House,3,Nick Joe Rahall,DEM,249,,,,,,,,,,,,,
Wayne,Wayne19,U.S. House,3,Nick Joe Rahall,DEM,346,,,,,,,,,,,,,
Wayne,Wayne20,U.S. House,3,Nick Joe Rahall,DEM,289,,,,,,,,,,,,,
Wayne,Wayne21,U.S. House,3,Nick Joe Rahall,DEM,207,,,,,,,,,,,,,
Wayne,Wayne22,U.S. House,3,Nick Joe Rahall,DEM,238,,,,,,,,,,,,,
Wayne,Wayne30,U.S. House,3,Nick Joe Rahall,DEM,177,,,,,,,,,,,,,
Wayne,Wayne31,U.S. House,3,Nick Joe Rahall,DEM,183,,,,,,,,,,,,,
Wayne,Wayne34,U.S. House,3,Nick Joe Rahall,DEM,233,,,,,,,,,,,,,
Wayne,Wayne36,U.S. House,3,Nick Joe Rahall,DEM,234,,,,,,,,,,,,,
Wayne,Wayne37,U.S. House,3,Nick Joe Rahall,DEM,223,,,,,,,,,,,,,
Wayne,Wayne41,U.S. House,3,Nick Joe Rahall,DEM,184,,,,,,,,,,,,,
Wayne,Wayne42,U.S. House,3,Nick Joe Rahall,DEM,173,,,,,,,,,,,,,
Wayne,Wayne45,U.S. House,3,Nick Joe Rahall,DEM,222,,,,,,,,,,,,,
Wayne,Wayne48,U.S. House,3,Nick Joe Rahall,DEM,350,,,,,,,,,,,,,
Wayne,Wayne49,U.S. House,3,Nick Joe Rahall,DEM,414,,,,,,,,,,,,,
Wayne,Wayne50,U.S. House,3,Nick Joe Rahall,DEM,312,,,,,,,,,,,,,
Wayne,Wayne51,U.S. House,3,Nick Joe Rahall,DEM,337,,,,,,,,,,,,,
Wayne,Wayne52,U.S. House,3,Nick Joe Rahall,DEM,162,,,,,,,,,,,,,
Wayne,Wayne53,U.S. House,3,Nick Joe Rahall,DEM,318,,,,,,,,,,,,,
Wayne,Wayne54,U.S. House,3,Nick Joe Rahall,DEM,273,,,,,,,,,,,,,
Wayne,Wayne56,U.S. House,3,Nick Joe Rahall,DEM,424,,,,,,,,,,,,,
Wayne,Wayne57,U.S. House,3,Nick Joe Rahall,DEM,258,,,,,,,,,,,,,
Wayne,Wayne59 Hunt,U.S. House,3,Nick Joe Rahall,DEM,274,,,,,,,,,,,,,
Wayne,Wayne60 Hunt,U.S. House,3,Nick Joe Rahall,DEM,272,,,,,,,,,,,,,
Wayne,Wayne61 Hunt,U.S. House,3,Nick Joe Rahall,DEM,238,,,,,,,,,,,,,
Wayne,Wayne62,U.S. House,3,Nick Joe Rahall,DEM,367,,,,,,,,,,,,,
Wayne,Wayne63 Hunt,U.S. House,3,Nick Joe Rahall,DEM,211,,,,,,,,,,,,,
Wayne,,U,3,Nick Joe Rahall,DEM,9755,,,,,,,,,,,,,
Wayne,Wayne01,U.S. House,3,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne03,U.S. House,3,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne05,U.S. House,3,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne06,U.S. House,3,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne11,U.S. House,3,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne12,U.S. House,3,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne13,U.S. House,3,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne14,U.S. House,3,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne16,U.S. House,3,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne17,U.S. House,3,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne18,U.S. House,3,Write-ins,,2,,,,,,,,,,,,,
Wayne,Wayne19,U.S. House,3,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne20,U.S. House,3,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne21,U.S. House,3,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne22,U.S. House,3,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne30,U.S. House,3,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne31,U.S. House,3,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne34,U.S. House,3,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne36,U.S. House,3,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne37,U.S. House,3,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne41,U.S. House,3,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne42,U.S. House,3,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne45,U.S. House,3,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne48,U.S. House,3,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne49,U.S. House,3,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne50,U.S. House,3,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne51,U.S. House,3,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne52,U.S. House,3,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne53,U.S. House,3,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne54,U.S. House,3,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne56,U.S. House,3,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne57,U.S. House,3,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne59 Hunt,U.S. House,3,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne60 Hunt,U.S. House,3,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne61 Hunt,U.S. House,3,Write-ins,,0,,,,,,,,,,,,,
Wayne,Wayne62,U.S. House,3,Write-ins,,1,,,,,,,,,,,,,
Wayne,Wayne63 Hunt,U.S. House,3,Write-ins,,0,,,,,,,,,,,,,
Wayne,,U.S. House,3,Write-ins,,13,,,,,,,,,,,,,
Wayne,Wayne01,U.S. Senate,,Jay Rockefeller,DEM,351,,,,,,,,,,,,,
Wayne,Wayne03,U.S. Senate,,Jay Rockefeller,DEM,220,,,,,,,,,,,,,
Wayne,Wayne05,U.S. Senate,,Jay Rockefeller,DEM,289,,,,,,,,,,,,,
Wayne,Wayne06,U.S. Senate,,Jay Rockefeller,DEM,150,,,,,,,,,,,,,
Wayne,Wayne11,U.S. Senate,,Jay Rockefeller,DEM,173,,,,,,,,,,,,,
Wayne,Wayne12,U.S. Senate,,Jay Rockefeller,DEM,194,,,,,,,,,,,,,
Wayne,Wayne13,U.S. Senate,,Jay Rockefeller,DEM,302,,,,,,,,,,,,,
Wayne,Wayne14,U.S. Senate,,Jay Rockefeller,DEM,418,,,,,,,,,,,,,
Wayne,Wayne16,U.S. Senate,,Jay Rockefeller,DEM,179,,,,,,,,,,,,,
Wayne,Wayne17,U.S. Senate,,Jay Rockefeller,DEM,212,,,,,,,,,,,,,
Wayne,Wayne18,U.S. Senate,,Jay Rockefeller,DEM,230,,,,,,,,,,,,,
Wayne,Wayne19,U.S. Senate,,Jay Rockefeller,DEM,331,,,,,,,,,,,,,
Wayne,Wayne20,U.S. Senate,,Jay Rockefeller,DEM,287,,,,,,,,,,,,,
Wayne,Wayne21,U.S. Senate,,Jay Rockefeller,DEM,206,,,,,,,,,,,,,
Wayne,Wayne22,U.S. Senate,,Jay Rockefeller,DEM,215,,,,,,,,,,,,,
Wayne,Wayne30,U.S. Senate,,Jay Rockefeller,DEM,177,,,,,,,,,,,,,
Wayne,Wayne31,U.S. Senate,,Jay Rockefeller,DEM,178,,,,,,,,,,,,,
Wayne,Wayne34,U.S. Senate,,Jay Rockefeller,DEM,235,,,,,,,,,,,,,
Wayne,Wayne36,U.S. Senate,,Jay Rockefeller,DEM,244,,,,,,,,,,,,,
Wayne,Wayne37,U.S. Senate,,Jay Rockefeller,DEM,209,,,,,,,,,,,,,
